# Iteration    L2[rho]         L2[rhou]        L2[rhov]        L2[rhoE]        L2_total
# ----------------------------------------------------------------------------------------------------
   13670  6.961899358794e-09  4.642084671641e-09  6.354641623924e-09  2.198370879185e-08  2.436558875123e-08
   13680  7.761001589716e-09  5.166265546818e-09  5.085460524673e-09  2.534603461689e-08  2.748102663520e-08
   13690  7.867057056590e-09  5.622089250741e-09  4.283285361497e-09  2.585290236301e-08  2.793237491432e-08
   13700  7.455407466259e-09  4.736835867630e-09  5.133972074847e-09  2.445171741396e-08  2.650028053214e-08
   13710  6.416968456199e-09  4.414546468292e-09  6.793446954252e-09  2.019752003473e-08  2.268824457207e-08
   13720  7.593006836774e-09  4.510663547259e-09  5.073887344692e-09  2.502474306112e-08  2.701817789048e-08
   13730  7.819593087264e-09  5.214933447901e-09  4.225548587676e-09  2.600054874925e-08  2.796829210098e-08
   13740  7.092248269116e-09  5.142367041295e-09  5.267713836404e-09  2.303264036633e-08  2.519911219875e-08
   13750  6.683791157565e-09  4.776593812418e-09  5.944741430847e-09  2.146098119509e-08  2.373610282296e-08
   13760  6.918508068706e-09  5.019839507359e-09  5.530998280427e-09  2.261664570267e-08  2.480260364144e-08
   13770  7.836184731611e-09  4.635767949269e-09  4.005866003750e-09  2.645361935551e-08  2.826193685991e-08
   13780  6.809768261793e-09  4.581401084781e-09  5.779768855315e-09  2.199561025713e-08  2.417798126981e-08
   13790  6.816459272231e-09  4.473831752602e-09  5.723991074227e-09  2.169910916260e-08  2.387665595993e-08
   13800  7.292236663233e-09  5.084688213711e-09  4.760511730979e-09  2.372238450042e-08  2.577682618380e-08
   13810  7.502032345468e-09  5.150716077114e-09  3.981118932294e-09  2.481440726471e-08  2.672853309240e-08
   13820  6.869787040555e-09  4.333736586125e-09  5.264717406011e-09  2.241709030605e-08  2.441758452295e-08
   13830  6.117071381484e-09  4.119707257987e-09  6.434548222232e-09  1.928515988893e-08  2.162663526635e-08
   13840  7.350259874439e-09  4.406351684189e-09  4.484657506318e-09  2.432996049024e-08  2.618208138770e-08
   13850  7.290857017732e-09  5.156746208022e-09  4.018122620533e-09  2.411769542170e-08  2.602992833941e-08
   13860  6.753359207964e-09  4.781414014400e-09  4.957402818566e-09  2.207201809250e-08  2.408774804646e-08
   13870  6.164426075717e-09  4.518107380366e-09  5.841056666213e-09  1.965610294206e-08  2.188364158430e-08
   13880  6.732942822144e-09  4.564773550517e-09  5.090570713529e-09  2.220672892448e-08  2.419137028629e-08
   13890  7.396347058335e-09  4.381016029311e-09  3.971418609334e-09  2.487752618293e-08  2.661884156024e-08
   13900  6.408821352549e-09  4.446182494940e-09  5.463258524382e-09  2.047395482633e-08  2.258033546788e-08
   13910  6.585107556877e-09  4.313363807037e-09  5.230189808521e-09  2.109092960633e-08  2.311170582107e-08
   13920  6.850800698859e-09  4.918834158562e-09  4.489160096527e-09  2.224384842214e-08  2.420887751826e-08
   13930  7.155030876817e-09  4.654627908368e-09  3.726069438671e-09  2.380616075060e-08  2.556319445920e-08
   13940  6.290757013924e-09  4.019609195491e-09  5.401949742533e-09  2.037960198102e-08  2.236604837289e-08
   13950  5.939247521844e-09  3.892955890602e-09  5.920680177163e-09  1.881607417835e-08  2.096494378569e-08
   13960  7.027931332612e-09  4.382506805858e-09  4.039393867349e-09  2.331392823919e-08  2.506898756386e-08
   13970  6.831872966162e-09  5.007346754999e-09  3.789643790974e-09  2.254111675574e-08  2.437645081649e-08
   13980  6.388741329424e-09  4.399442059644e-09  4.751655013081e-09  2.096223492943e-08  2.285092174969e-08
   13990  5.700610001429e-09  4.229385674571e-09  5.746564312582e-09  1.807123600837e-08  2.024789445452e-08
   14000  6.605221037497e-09  4.171136867906e-09  4.560118657248e-09  2.193511687112e-08  2.372701755474e-08
   14010  6.916328851876e-09  4.241782356997e-09  3.990662221318e-09  2.310946022583e-08  2.481533516286e-08
   14020  6.112471652792e-09  4.282471190674e-09  5.056232329788e-09  1.943454229310e-08  2.142355686436e-08
   14030  6.260719579117e-09  4.164812707451e-09  4.882033528373e-09  2.008790193623e-08  2.199773465856e-08
   14040  6.480555548345e-09  4.655333255179e-09  4.230946549111e-09  2.110465237543e-08  2.295597936315e-08
   14050  6.793316040492e-09  4.204858660055e-09  3.566736754223e-09  2.267229568863e-08  2.430194605466e-08
   14060  5.767380923869e-09  3.781349943735e-09  5.443925002348e-09  1.852603103322e-08  2.050393707055e-08
   14070  5.820033605916e-09  3.736498744278e-09  5.341244611848e-09  1.857577690247e-08  2.052857996974e-08
   14080  6.644339307573e-09  4.387653598096e-09  3.710900424409e-09  2.202884223792e-08  2.371580530435e-08
   14090  6.452909666744e-09  4.749038983804e-09  3.576381383827e-09  2.133566150649e-08  2.306933831211e-08
   14100  5.976979643600e-09  4.039038124593e-09  4.660038065148e-09  1.958935405478e-08  2.138917627409e-08
   14110  5.356464935380e-09  3.920953338493e-09  5.570218621925e-09  1.696182220661e-08  1.904721343796e-08
   14120  6.465949887050e-09  3.884084898790e-09  4.040859887118e-09  2.155844367562e-08  2.319460423860e-08
   14130  6.440539761980e-09  4.164152387916e-09  3.952442906116e-09  2.132282081789e-08  2.300228706224e-08
   14140  5.865463450634e-09  4.071069258458e-09  4.659225085640e-09  1.868134622896e-08  2.053480805177e-08
   14150  5.874378119168e-09  4.019863775140e-09  4.653158695563e-09  1.880619369503e-08  2.063958406070e-08
   14160  6.192452854555e-09  4.315033353473e-09  3.942547245047e-09  2.031509596923e-08  2.202754612334e-08
   14170  6.400272655109e-09  3.847492253921e-09  3.539591603968e-09  2.136289581719e-08  2.290564806162e-08
   14180  5.339925785734e-09  3.603602917682e-09  5.332064261968e-09  1.700370361749e-08  1.894881546141e-08
   14190  5.694613203059e-09  3.637669318118e-09  4.789606435253e-09  1.832982654793e-08  2.011427673773e-08
   14200  6.236971294667e-09  4.367142519879e-09  3.462635326142e-09  2.062603378723e-08  2.225746746405e-08
   14210  6.136230806217e-09  4.401077180181e-09  3.393943539864e-09  2.040235029925e-08  2.201811888736e-08
   14220  5.527157429323e-09  3.720898683402e-09  4.663785503924e-09  1.800213857302e-08  1.975404881763e-08
   14230  5.155063757832e-09  3.623079836910e-09  5.259671298697e-09  1.639254219073e-08  1.833251132544e-08
   14240  6.268590341368e-09  3.711164428002e-09  3.624535162080e-09  2.092882040747e-08  2.245486016587e-08
   14250  6.010164103502e-09  4.089098143892e-09  3.813662862037e-09  1.970285602826e-08  2.134453926130e-08
   14260  5.611062681842e-09  3.821771149309e-09  4.341963196541e-09  1.795298905039e-08  1.967873012623e-08
   14270  5.476883096921e-09  3.856511641678e-09  4.501226252076e-09  1.747393023527e-08  1.924755065298e-08
   14280  5.967102609611e-09  3.945537234849e-09  3.602956268052e-09  1.974208155055e-08  2.130503826430e-08
   14290  5.978018578126e-09  3.595028898468e-09  3.613262792157e-09  1.990873786226e-08  2.140267390245e-08
   14300  5.023648423125e-09  3.466977261363e-09  5.070654540377e-09  1.589089628022e-08  1.776201274818e-08
   14310  5.518900991362e-09  3.578645359111e-09  4.326296909452e-09  1.789099045213e-08  1.954659446210e-08
   14320  5.849193253376e-09  4.275681659902e-09  3.271199399910e-09  1.930622188035e-08  2.087882813233e-08
   14330  5.846522005073e-09  4.008778154874e-09  3.251970499908e-09  1.954682410054e-08  2.104532647407e-08
   14340  5.075666367234e-09  3.446134240899e-09  4.701447405630e-09  1.636915660802e-08  1.810224091221e-08
   14350  5.064665839333e-09  3.369693756497e-09  4.824366325907e-09  1.622161093891e-08  1.798390524821e-08
   14360  6.001043384215e-09  3.628323253040e-09  3.334262124336e-09  2.001082045756e-08  2.146456360205e-08
   14370  5.645015985338e-09  3.968653836775e-09  3.600875279587e-09  1.837425334079e-08  1.995484671356e-08
   14380  5.314579687192e-09  3.561977178235e-09  4.130377172561e-09  1.705653458057e-08  1.867934223027e-08
   14390  5.119659592963e-09  3.655129509586e-09  4.370563815485e-09  1.632306670392e-08  1.803095174320e-08
   14400  5.768363266142e-09  3.602651272652e-09  3.236867153788e-09  1.921353047146e-08  2.063710670398e-08
   14410  5.545066427168e-09  3.433113487348e-09  3.698354801756e-09  1.838617941123e-08  1.985606837922e-08
   14420  4.801529825573e-09  3.347766825323e-09  4.713528583814e-09  1.516499882309e-08  1.692503389649e-08
   14430  5.278290359153e-09  3.538456193408e-09  3.969963971054e-09  1.717430436880e-08  1.873761900114e-08
   14440  5.515296789674e-09  4.090861645387e-09  3.112019427563e-09  1.823017160498e-08  1.972758143677e-08
   14450  5.547907983313e-09  3.624860885369e-09  3.173868347676e-09  1.859392591358e-08  1.999315934507e-08
   14460  4.673066617019e-09  3.210573318516e-09  4.690096807559e-09  1.490305358613e-08  1.662056999311e-08
   14470  5.018949534694e-09  3.181004092596e-09  4.325752508785e-09  1.620057832241e-08  1.778987111299e-08
   14480  5.680945669736e-09  3.593525546875e-09  3.124475467598e-09  1.887074617675e-08  2.027446615262e-08
   14490  5.337927731728e-09  3.778680995004e-09  3.371574363728e-09  1.734165388184e-08  1.883805657649e-08
   14500  4.970576771023e-09  3.316687206263e-09  4.018206617906e-09  1.593805377548e-08  1.748927071193e-08
   14510  4.838029097706e-09  3.415113654614e-09  4.200670429802e-09  1.548977524224e-08  1.710696629853e-08
   14520  5.560160573999e-09  3.329759252034e-09  2.907703896835e-09  1.859781394506e-08  1.990819197647e-08
   14530  5.129651888646e-09  3.331978672207e-09  3.711910837558e-09  1.689744762828e-08  1.834986181929e-08
   14540  4.632063141361e-09  3.226306220967e-09  4.332704698232e-09  1.469139130442e-08  1.632404267449e-08
   14550  4.985847631341e-09  3.490729798426e-09  3.712721980095e-09  1.622036736298e-08  1.771802734562e-08
   14560  5.248080516285e-09  3.820453970211e-09  2.950440544234e-09  1.743891395260e-08  1.884035660213e-08
   14570  5.219206968038e-09  3.290799777687e-09  3.180370529390e-09  1.746272503046e-08  1.879178029740e-08
   14580  4.362718998102e-09  3.013125143730e-09  4.567647710505e-09  1.377871603865e-08  1.545408235610e-08
   14590  4.953446110151e-09  3.057381470626e-09  3.843061545673e-09  1.609756387917e-08  1.754379932372e-08
   14600  5.341951805309e-09  3.559480733882e-09  2.938053039325e-09  1.764634187342e-08  1.900610137195e-08
   14610  5.063190162342e-09  3.523851921145e-09  3.175587908603e-09  1.649253625854e-08  1.789249948405e-08
   14620  4.598004661574e-09  3.094540255316e-09  3.978509926712e-09  1.467422462823e-08  1.618268321188e-08
   14630  4.640097203880e-09  3.158760288008e-09  3.949436444568e-09  1.497248518325e-08  1.647062929614e-08
   14640  5.318913170508e-09  3.144782491322e-09  2.674930499333e-09  1.782667612824e-08  1.905586862860e-08
   14650  4.759749350227e-09  3.254944493568e-09  3.621686482347e-09  1.555678864029e-08  1.698175972354e-08
   14660  4.468396931166e-09  3.095545432752e-09  3.987772014215e-09  1.427247192131e-08  1.578463661421e-08
   14670  4.674552979326e-09  3.407204988362e-09  3.533043301151e-09  1.517500203587e-08  1.661997512470e-08
   14680  5.035254463871e-09  3.498601204263e-09  2.761574999565e-09  1.684539515001e-08  1.813801621293e-08
   14690  4.861352054959e-09  3.026597338840e-09  3.252678533948e-09  1.617585165198e-08  1.746514041071e-08
   14700  4.158220916801e-09  2.852602271768e-09  4.320795560082e-09  1.306183934609e-08  1.465295404650e-08
   14710  4.830120131908e-09  2.985208212276e-09  3.433907837651e-09  1.576911591859e-08  1.710842682572e-08
   14720  5.017744189361e-09  3.485276744773e-09  2.750313285622e-09  1.649374527314e-08  1.780260562507e-08
   14730  4.791770206057e-09  3.232178414946e-09  3.040055110851e-09  1.567019271799e-08  1.697659900892e-08
   14740  4.230694745850e-09  2.890027162172e-09  3.965996973667e-09  1.341735496503e-08  1.489985172018e-08
   14750  4.506645917843e-09  2.920777246826e-09  3.613493435283e-09  1.466731638836e-08  1.603210223263e-08
   14760  5.039155539146e-09  3.039239381798e-09  2.544530589097e-09  1.689003253072e-08  1.806593200959e-08
   14770  4.451986217774e-09  3.166585113001e-09  3.447001864276e-09  1.445809926084e-08  1.583558962116e-08
   14780  4.276170457252e-09  2.959935706086e-09  3.711806205084e-09  1.373555429670e-08  1.514892109377e-08
   14790  4.385173971765e-09  3.268400939235e-09  3.394949834213e-09  1.422448311205e-08  1.561325717600e-08
   14800  4.847477699413e-09  3.172751376848e-09  2.556130068524e-09  1.630193428416e-08  1.748860353710e-08
   14810  4.495644239574e-09  2.831943794035e-09  3.329475801904e-09  1.482921539469e-08  1.610036524800e-08
   14820  4.035447173702e-09  2.722134165725e-09  3.984641785796e-09  1.268082944902e-08  1.415541076706e-08
   14830  4.642451838397e-09  2.943960438905e-09  3.113763218628e-09  1.518100752586e-08  1.644316797395e-08
   14840  4.729579265547e-09  3.347018103459e-09  2.565627127967e-09  1.552192174460e-08  1.676555836885e-08
   14850  4.503777530756e-09  2.940980961440e-09  2.975227977945e-09  1.475916646301e-08  1.598806921631e-08
   14860  3.906155234836e-09  2.696662182952e-09  3.925299518236e-09  1.232617057012e-08  1.377942280646e-08
   14870  4.402392109522e-09  2.731556242615e-09  3.229546391581e-09  1.443671226088e-08  1.567453624804e-08
   14880  4.732424201994e-09  2.986220739132e-09  2.468014462993e-09  1.582880163655e-08  1.696924894535e-08
   14890  4.204156467415e-09  3.042614887134e-09  3.234244330222e-09  1.362477784683e-08  1.493410006384e-08
   14900  4.042823899246e-09  2.825446606854e-09  3.514536126034e-09  1.300325025786e-08  1.434447820795e-08
   14910  4.151244164059e-09  3.073434687686e-09  3.250852808430e-09  1.350862393457e-08  1.482328551560e-08
   14920  4.653519178006e-09  2.886800075266e-09  2.380248069100e-09  1.568249802094e-08  1.678079796857e-08
   14930  4.153997371479e-09  2.693054505007e-09  3.345486075040e-09  1.355053758598e-08  1.480937482396e-08
   14940  3.947217681062e-09  2.611046296041e-09  3.620619467478e-09  1.246676799844e-08  1.381764378746e-08
   14950  4.408004891583e-09  2.909097713050e-09  2.866846546273e-09  1.439681282607e-08  1.560065336122e-08
   14960  4.481254539772e-09  3.143931206751e-09  2.394144312757e-09  1.474714679282e-08  1.591151190812e-08
   14970  4.193879574802e-09  2.680651764892e-09  2.978230566241e-09  1.372670865664e-08  1.490190952941e-08
   14980  3.653160939319e-09  2.516788248637e-09  3.811037746682e-09  1.150757351203e-08  1.290844935608e-08
   14990  4.291723330427e-09  2.604854123234e-09  2.854878094419e-09  1.415972963835e-08  1.529223418973e-08
   15000  4.421310186188e-09  2.950381505317e-09  2.391537537916e-09  1.472837678503e-08  1.583973703400e-08
   15010  3.996430681779e-09  2.877090977319e-09  3.029228812044e-09  1.298387747203e-08  1.421289597831e-08
   15020  3.778358349531e-09  2.690869720311e-09  3.388130946973e-09  1.211331451158e-08  1.340628924943e-08
   15030  3.985192281190e-09  2.841863133870e-09  3.060255326408e-09  1.305600786302e-08  1.427523896724e-08
   15040  4.433454773222e-09  2.667355415840e-09  2.279245982948e-09  1.492519102496e-08  1.596015650057e-08
   15050  3.864287855442e-09  2.588600762803e-09  3.268265545066e-09  1.245701596023e-08  1.369278572261e-08
   15060  3.848286849665e-09  2.511770362785e-09  3.286632771021e-09  1.223720821272e-08  1.347848366270e-08
   15070  4.156479939759e-09  2.854831906821e-09  2.670226234727e-09  1.354316856304e-08  1.469605095178e-08
   15080  4.262125524550e-09  2.896639583453e-09  2.241972508146e-09  1.410120089199e-08  1.517980705368e-08
   15090  3.870921263758e-09  2.465282142119e-09  3.025886385192e-09  1.261452374521e-08  1.376022693145e-08
   15100  3.480274962278e-09  2.360287089904e-09  3.606773849708e-09  1.098482983417e-08  1.230278720650e-08
   15110  4.150668019779e-09  2.535814618556e-09  2.537625142784e-09  1.375487619478e-08  1.480859754633e-08
   15120  4.130399027412e-09  2.897358471384e-09  2.292994641629e-09  1.369723874416e-08  1.477589441890e-08
   15130  3.801063345539e-09  2.681917501829e-09  2.862370027550e-09  1.240108237163e-08  1.355067416057e-08
   15140  3.510205837237e-09  2.548677975811e-09  3.306460405672e-09  1.119133286963e-08  1.244973558985e-08
   15150  3.873717580180e-09  2.606199727861e-09  2.811075491710e-09  1.278649085081e-08  1.389944094597e-08
   15160  4.184555086483e-09  2.518442658981e-09  2.252341043480e-09  1.403422516146e-08  1.502949003649e-08
   15170  3.636908331427e-09  2.494734445066e-09  3.107767765805e-09  1.161332379912e-08  1.280540168491e-08
   15180  3.712113828664e-09  2.422314123442e-09  3.015692752437e-09  1.186775949578e-08  1.302250025980e-08
